Reviews,Polarity
its not employee friendly company,-1
"Infrastructure not so good, Cab Facilities not so good, No monthly incentives/perks",-1
Work life balance is low due to launch pressure,-1
You’ve to go through the whole system to do anything,-1
Salaries should be revised and should be given as per what individual deserves.,-1
slow growth for beginners,-1
"No work life balance.
Salary is very low.
Nothing else",-1
"treat juniors properly
please set up food court",-1
Consider employee's interest before offering new role,-1
No proper Hike Cycle,-1
pls make policies which is a little employee freindly rather than just getting your word done out of them,-1
"-monotonous work sometime.
-less compensation and increment .
-not enough learning ,people do not care about thinking out of the box .
- very new to IT sector",-1
lot to learn and cross domain knowledge,1
Good for fresh engineers to understand the technology,1
"Start up culture, no deadline for some of projects,",1
"No cons as such, the place was worth it",1
less exposure to growth and good company if you need a secure life,1
Better career growth in the organization,1
"Good work environment, good facilities",1
New company so not that much issue.. company is building rules and regulations gradually.,1
"Excellent top class people
Great benefits
Variety of new technology to learn
Experimentation is encouraged",1
"Flexibility of Working Hours
Good Employee Relations and Fair Treatment
Internal Promotion Prospects
Support and Training and Learning/Development",1
You can get good salary here for no work,1
Value good talent,1
Network Engineer staff is coprative,1
no advice (its a good company).good employement.,1
Good work life balance at the company,1
Everything is good,1
Good Company to work and grow your end to end skill,1
Campus is very big and lush.,1
Huge network infrastructure. Good place to learn state of art technologies,1
The company has power to change the face of the country. Their infrastructure deployment and vision is futuristic.,1
"Big Organization, nice ambience to work in",1
To be More flexible.,1
Good Organisation and employee friendly,1
"Friendly environment
Good policy's
Latest technology .
Hard working employees are there",1
For personal development and also Reliance jio info-com is newly developing service to get good exposure in my career.,1
The whole project is for 4G so good for learning new age telecom architecture and technology.,1
No cons . you will find good exposer here,1
"Good helpful Seniors, good number of holidays available (not for all festivals),Gym,Table tennis facilities available for free",1
understand/support/belief on employees for problems.,1
