"","X","Reviews","Polarity"
"1039",1301,"- Offers some good profile and chance to work with veterans of industry
- Career progression is in one's own hand and shifts across functions & diff profiles are possible
- Great office with all facilities",1
"1040",1302,"Great exposure, hostile people",1
"1041",1303,"Best in Pressure Management.They feel that by creating tremendous pressure on employee, they delivers .The Lala Kind of culture",1
"1042",1305,"Great culture at the central level and transparent systems",1
"1043",1306,"Fun environment to work and learn. 5-day week and one of the strongest brands in the business. A good place overall",1
"1044",1307,"its a youth company & i like the way of working. its a honour for me.",1
"1045",1308,"Lot of Empowerment and Process in Place and always find new things to do in the market",1
"1046",1309,"Market Leadership, International Presence, Strong Financials",1
"1047",1310,"great company, great work culture",1
"1048",1311,"Good Environment ,nice person , very to be the part of Bharti Group , Thanks Bharti group.",1
"1049",1312,"Big jobs
Freedom to think & act",1
"1050",1313,"Growth will be there
Brand Tag",1
"1051",1314,"Good place to work for everyone",1
"1052",1315,"o Brand Name.
o Luckily if someone get a good boss, then there is numerous things to learn which will help them in future to grow.",1
"1053",1316,"The HR processes were cutting edge, at par with any global organization.",1
"1054",1317,"good benefits and hr policy. motivating",1
"1055",1318,"Market leader, good working environment",1
"1056",1319,"good culture and good managment",1
"1057",1320,"Gives a lot of authority and empowerment
Pays Well too
Good work culture
Enthusiastic employees",1
"1058",1321,"Employees are kept first
High energy in driving the business
Lots of employee development activities
Can do attitude
Leadership feeling",1
"1059",1323,"opportunity to create and design new stuff, encourage cross function and company movements",1
"1060",1324,"Good carier, brand company in market and also very fast service in every filed.",1
"1061",1325,"If you are at the right time at the right place, you can get a really good project/role. There are instances of big budget projects being handled by young employees.",1
"1062",1326,"flexible timings, no issues on taking long breaks, good building",1
"1063",1327,"HR Process is the only good & structured process",-1
"1064",1328,"Great exposure to Technical field.",1
"1065",1329,"Company Cares for you at every step",1
"1066",1331,"(1) Fast paced environment. Lots of opportunities to learn. Very skilled colleagues (at least in the finance vertical).

(2) Plenty of opportunities to manage serious projects with real responsibilities, if you satisfy management of your ability to handle them. Once you are accepted as a ""contributing member"" of the team, you will be offered far more respect, more serious projects and more autonomy.

(3) �� Significant opportunities to work and learn from cross functional teams. If you have a unique skill set, quite common to work with (and learn from) different teams.

(4) New challenges to work on every week: no lack of stimuli.

(5) Excellent team ethic across the board (see (2)).

(6) Frequent opportunities to socialize outside of work.Show More",1
"1067",1332,"Worked at the Airtel HEad office and the salaries were competitive and above market. Salary reviews and bonuses were also consistent",1
"1068",1333,"Excellent exposure, self driven teams",1
"1069",1334,"..good work culture .. great people",1
"1070",1336,"Good experience, innovative, focus on financials",1
"1071",1337,"Good Work environment, Substantial increment y2y",1
"1072",1338,"Good HR policies & Benefits",1
"1073",1339,"* Still HR exists, not 100% but 60% satisfactory works done by HR
* sales pressure exists, but terror of losing job is less
* sales people generally come back to their homes till 9 PM in the eve.",1
"1074",1340,"Equal opportunity to grow, Hard work is noted and appreciated, opinions are valued.",1
"1075",1341,"- Heaven for network engineers those who are planning their career in service provider.

- level 15 access for everyone (freshers also) if you get to sit in the NEC.

- ambiance, best office i have ever seen.",1
"1076",1342,"strong processes, robust systems, great marketing and strategy in place.",1
"1077",1343,"working culture & environment along with growth opportunities",1
"1078",1344,"family like atmoshphere to work",1
